Product Name,Product Type,Price,ItemNumber,Variant_type,Category,Sub Category,productinformation,materialinformation,imgurls,vurl
AINA,"Cushion cover, beige",35.00,704.095.09,-,Living room,Cushions & cushion covers,"<h1>Product information</h1>
<div> 
 <div>
  The cushion cover is made of linen, a hardwearing natural material with slightly irregular texture.
 </div> 
 <div>
  The ties make the cover easy to remove.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Fits cushion pads 50x50 cm.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Shrinkage maximum 4%.
 <br>Machine wash, max 40°C, mild process.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Iron, max 200°C.
 <br>Do not dryclean.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Length: 50 cm
 <br>Width: 50 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 100% linen
 <br>
</div>
<h3>environment</h3>
<div>
 The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.
 <br>Renewable material (flax).
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/aina-cushion-cover-beige__0569582_PE665973_S5.jpg , https://www.ikea.com/ae/en/images/products/aina-cushion-cover-beige__0569583_PE665975_S5.jpg , https://www.ikea.com/ae/en/images/products/aina-cushion-cover-beige__0569584_PE665974_S5.jpg , https://www.ikea.com/ae/en/images/products/aina-cushion-cover-beige__0587987_PE672869_S5.jpg",https://www.ikea.com/ae/en/catalog/products/70409509/
AINA,"Cushion cover, grey",35.00,704.025.84,-,Living room,Cushions & cushion covers,"<h1>Product information</h1>
<div> 
 <div>
  The cushion cover is made of linen, a hardwearing natural material with slightly irregular texture.
 </div> 
 <div>
  The ties make the cover easy to remove.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Fits cushion pads 50x50 cm.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Shrinkage maximum 4%.
 <br>Machine wash, max 40°C, mild process.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Iron, max 200°C.
 <br>Do not dryclean.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Length: 50 cm
 <br>Width: 50 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 100% linen
 <br>
</div>
<h3>environment</h3>
<div>
 The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.
 <br>Renewable material (flax).
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/aina-cushion-cover-grey__0569571_PE665970_S5.jpg , https://www.ikea.com/ae/en/images/products/aina-cushion-cover-grey__0569572_PE665972_S5.jpg , https://www.ikea.com/ae/en/images/products/aina-cushion-cover-grey__0569573_PE665971_S5.jpg , https://www.ikea.com/ae/en/images/products/aina-cushion-cover-grey__0587869_PE672803_S5.jpg",https://www.ikea.com/ae/en/catalog/products/70402584/
DAGGRUTA,"Cushion cover, blue",25.00,503.957.87,-,Living room,Cushions & cushion covers,"<h1>Product information</h1>
<div> 
 <div>
  You can easily vary the look because the two sides have different designs.
 </div> 
 <div>
  The zipper makes the cover easy to remove.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Fits cushion pads 50x50 cm.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Machine wash, max 40°C, normal process.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Iron, max 150°C.
 <br>Do not dryclean.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Length: 50 cm
 <br>Width: 50 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 100% cotton
 <br>
</div>
<h3>environment</h3>
<div>
 The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.
 <br>All the cotton in our products comes from more sustainable sources. This means that the cotton is either recycled, or grown with less water, less fertilisers and less pesticides, while increasing profit margins for the farmers.
 <br>Renewable material (cotton).
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/daggruta-cushion-cover-blue__0588221_PE672986_S5.jpg , https://www.ikea.com/ae/en/images/products/daggruta-cushion-cover-blue__0544841_PE655207_S5.jpg , https://www.ikea.com/ae/en/images/products/daggruta-cushion-cover-blue__0544840_PE655208_S5.jpg , https://www.ikea.com/ae/en/images/products/daggruta-cushion-cover-blue__0544839_PE655209_S5.jpg , https://www.ikea.com/ae/en/images/products/daggruta-cushion-cover-blue__0625428_PH149513_S5.jpg",https://www.ikea.com/ae/en/catalog/products/50395787/
LANDSKRONA,"2-seat sofa, Grann/Bomstad golden-brown/metal","2,675.00",192.702.66,Grann/Bomstad black / metal,Living room,Leather & coated fabric sofas,"<h1>Product information</h1>
<div> 
 <div>
  Contact areas with soft, dyedthrough 1.2 mm thick grain leather that is supple and smooth to the touch.
 </div> 
 <div>
  Seat cushions filled with high resilience foam and polyester fibre wadding provide great seating comfort.
 </div> 
 <div>
  The outer surfaces are covered in a durable coated fabric with the same look and feel as leather.
 </div> 
 <div>
  10 year guarantee. Read about the terms in the guarantee brochure.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Sleeves for the legs to match the cover are included.
 <br>Fixed cover.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Do not dryclean.
 <br>Vacuum clean.
 <br>Protect from direct sunlight to prevent drying-out.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 164 cm
 <br>Depth: 89 cm
 <br>Height: 78 cm
 <br>Armrest height: 64 cm
 <br>Seat width: 140 cm
 <br>Seat depth: 61 cm
 <br>Seat height: 44 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Tord Björklund/IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 2-seat sofa frame:
 <br>Basematerial: Through dyed grain leather from cattle, with a treated, embossed and pigmented surface
 <br>Back and seat frame: Plywood, Fibreboard, Particleboard, Solid pine
 <br>Armrest frame: Plywood, Fibreboard, Particleboard, Solid pine, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Polyester wadding, Polyurethane foam 25 kg/cu.m.
 <br>Seat cushion: Polyester wadding, Highly resilient polyurethane foam (cold foam) 35 kg/cu.m.
 <br>Coated fabric parts: 25% cotton, 75% polyester, 100% polyurethane
 <br>
 <br>Leg:
 <br>Steel, Chrome-plated
 <br>
</div>
<h3>environment</h3>
<div>
 2-seat sofa frame:
 <br>Since 2015, all leather, cowhides, sheep- and goatskins at IKEA are chrome-free. Chrome can be very toxic for people in the production and for the environment, which is why we use alternative substances.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0320948_PE514802_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0449710_PE599073_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0446463_PE596570_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0431552_PE585583_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0706302_PH128003_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0587566_PE672687_S5.jpg",https://www.ikea.com/ae/en/catalog/products/S19031742/
LANDSKRONA,"2-seat sofa, Grann/Bomstad golden-brown/metal","2,675.00",192.702.66,Grann/Bomstad black / wood,Living room,Leather & coated fabric sofas,"<h1>Product information</h1>
<div> 
 <div>
  Contact areas with soft, dyedthrough 1.2 mm thick grain leather that is supple and smooth to the touch.
 </div> 
 <div>
  Seat cushions filled with high resilience foam and polyester fibre wadding provide great seating comfort.
 </div> 
 <div>
  The outer surfaces are covered in a durable coated fabric with the same look and feel as leather.
 </div> 
 <div>
  10 year guarantee. Read about the terms in the guarantee brochure.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Sleeves for the legs to match the cover are included.
 <br>Fixed cover.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Do not dryclean.
 <br>Vacuum clean.
 <br>Protect from direct sunlight to prevent drying-out.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 164 cm
 <br>Depth: 89 cm
 <br>Height: 78 cm
 <br>Armrest height: 64 cm
 <br>Seat width: 140 cm
 <br>Seat depth: 61 cm
 <br>Seat height: 44 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Tord Björklund/IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 2-seat sofa frame:
 <br>Basematerial: Through dyed grain leather from cattle, with a treated, embossed and pigmented surface
 <br>Back and seat frame: Plywood, Fibreboard, Particleboard, Solid pine
 <br>Armrest frame: Plywood, Fibreboard, Particleboard, Solid pine, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Polyester wadding, Polyurethane foam 25 kg/cu.m.
 <br>Seat cushion: Polyester wadding, Highly resilient polyurethane foam (cold foam) 35 kg/cu.m.
 <br>Coated fabric parts: 25% cotton, 75% polyester, 100% polyurethane
 <br>
 <br>Leg:
 <br>Steel, Chrome-plated
 <br>
</div>
<h3>environment</h3>
<div>
 2-seat sofa frame:
 <br>Since 2015, all leather, cowhides, sheep- and goatskins at IKEA are chrome-free. Chrome can be very toxic for people in the production and for the environment, which is why we use alternative substances.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0320948_PE514802_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0449710_PE599073_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0446463_PE596570_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0431552_PE585583_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0706302_PH128003_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0587566_PE672687_S5.jpg",https://www.ikea.com/ae/en/catalog/products/S29031746/
LANDSKRONA,"2-seat sofa, Grann/Bomstad golden-brown/metal","2,675.00",192.702.66,Grann/Bomstad golden-brown / metal,Living room,Leather & coated fabric sofas,"<h1>Product information</h1>
<div> 
 <div>
  Contact areas with soft, dyedthrough 1.2 mm thick grain leather that is supple and smooth to the touch.
 </div> 
 <div>
  Seat cushions filled with high resilience foam and polyester fibre wadding provide great seating comfort.
 </div> 
 <div>
  The outer surfaces are covered in a durable coated fabric with the same look and feel as leather.
 </div> 
 <div>
  10 year guarantee. Read about the terms in the guarantee brochure.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Sleeves for the legs to match the cover are included.
 <br>Fixed cover.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Do not dryclean.
 <br>Vacuum clean.
 <br>Protect from direct sunlight to prevent drying-out.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 164 cm
 <br>Depth: 89 cm
 <br>Height: 78 cm
 <br>Armrest height: 64 cm
 <br>Seat width: 140 cm
 <br>Seat depth: 61 cm
 <br>Seat height: 44 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Tord Björklund/IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 2-seat sofa frame:
 <br>Basematerial: Through dyed grain leather from cattle, with a treated, embossed and pigmented surface
 <br>Back and seat frame: Plywood, Fibreboard, Particleboard, Solid pine
 <br>Armrest frame: Plywood, Fibreboard, Particleboard, Solid pine, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Polyester wadding, Polyurethane foam 25 kg/cu.m.
 <br>Seat cushion: Polyester wadding, Highly resilient polyurethane foam (cold foam) 35 kg/cu.m.
 <br>Coated fabric parts: 25% cotton, 75% polyester, 100% polyurethane
 <br>
 <br>Leg:
 <br>Steel, Chrome-plated
 <br>
</div>
<h3>environment</h3>
<div>
 2-seat sofa frame:
 <br>Since 2015, all leather, cowhides, sheep- and goatskins at IKEA are chrome-free. Chrome can be very toxic for people in the production and for the environment, which is why we use alternative substances.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0320948_PE514802_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0449710_PE599073_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0446463_PE596570_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0431552_PE585583_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0706302_PH128003_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0587566_PE672687_S5.jpg",https://www.ikea.com/ae/en/catalog/products/S19270266/
LANDSKRONA,"2-seat sofa, Grann/Bomstad golden-brown/metal","2,675.00",192.702.66,Grann/Bomstad golden-brown / wood,Living room,Leather & coated fabric sofas,"<h1>Product information</h1>
<div> 
 <div>
  Contact areas with soft, dyedthrough 1.2 mm thick grain leather that is supple and smooth to the touch.
 </div> 
 <div>
  Seat cushions filled with high resilience foam and polyester fibre wadding provide great seating comfort.
 </div> 
 <div>
  The outer surfaces are covered in a durable coated fabric with the same look and feel as leather.
 </div> 
 <div>
  10 year guarantee. Read about the terms in the guarantee brochure.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Sleeves for the legs to match the cover are included.
 <br>Fixed cover.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Do not dryclean.
 <br>Vacuum clean.
 <br>Protect from direct sunlight to prevent drying-out.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 164 cm
 <br>Depth: 89 cm
 <br>Height: 78 cm
 <br>Armrest height: 64 cm
 <br>Seat width: 140 cm
 <br>Seat depth: 61 cm
 <br>Seat height: 44 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Tord Björklund/IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 2-seat sofa frame:
 <br>Basematerial: Through dyed grain leather from cattle, with a treated, embossed and pigmented surface
 <br>Back and seat frame: Plywood, Fibreboard, Particleboard, Solid pine
 <br>Armrest frame: Plywood, Fibreboard, Particleboard, Solid pine, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Polyester wadding, Polyurethane foam 25 kg/cu.m.
 <br>Seat cushion: Polyester wadding, Highly resilient polyurethane foam (cold foam) 35 kg/cu.m.
 <br>Coated fabric parts: 25% cotton, 75% polyester, 100% polyurethane
 <br>
 <br>Leg:
 <br>Steel, Chrome-plated
 <br>
</div>
<h3>environment</h3>
<div>
 2-seat sofa frame:
 <br>Since 2015, all leather, cowhides, sheep- and goatskins at IKEA are chrome-free. Chrome can be very toxic for people in the production and for the environment, which is why we use alternative substances.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0320948_PE514802_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0449710_PE599073_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0446463_PE596570_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0431552_PE585583_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0706302_PH128003_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-two-seat-sofa__0587566_PE672687_S5.jpg",https://www.ikea.com/ae/en/catalog/products/S69270264/
LANDSKRONA,"3-seat sofa, Grann/Bomstad golden-brown/metal","2,975.00",092.702.95,Grann/Bomstad black / metal,Living room,Leather & coated fabric sofas,"<h1>Product information</h1>
<div> 
</div>
<h3>Good to Know</h3>
<div>
  Sleeves for the legs to match the cover are included.
 <br>Fixed cover.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Do not dryclean.
 <br>Vacuum clean.
 <br>Protect from direct sunlight to prevent drying-out.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 204 cm
 <br>Depth: 89 cm
 <br>Height: 78 cm
 <br>Diameter: 5 cm
 <br>Armrest height: 64 cm
 <br>Seat width: 180 cm
 <br>Seat depth: 61 cm
 <br>Seat height: 44 cm
 <br>Package quantity: 4 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Tord Björklund/IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 3-seat sofa frame:
 <br>Basematerial: Through dyed grain leather from cattle, with a treated, embossed and pigmented surface
 <br>Back and seat frame: Plywood, Fibreboard, Particleboard, Solid pine
 <br>Armrest frame: Plywood, Fibreboard, Particleboard, Solid pine, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Polyester wadding, Polyurethane foam 25 kg/cu.m.
 <br>Seat cushion: Polyester wadding, Highly resilient polyurethane foam (cold foam) 35 kg/cu.m.
 <br>Coated fabric parts: 25% cotton, 75% polyester, 100% polyurethane
 <br>
 <br>Leg:
 <br>Steel, Chrome-plated
 <br>
</div>
<h3>environment</h3>
<div>
 3-seat sofa frame:
 <br>Since 2015, all leather, cowhides, sheep- and goatskins at IKEA are chrome-free. Chrome can be very toxic for people in the production and for the environment, which is why we use alternative substances.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0321002_PE514786_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0449710_PE599073_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0446463_PE596570_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0431552_PE585583_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0586480_PE672091_S5.jpg",https://www.ikea.com/ae/en/catalog/products/S59031698/
LANDSKRONA,"3-seat sofa, Grann/Bomstad golden-brown/metal","2,975.00",092.702.95,Grann/Bomstad black / wood,Living room,Leather & coated fabric sofas,"<h1>Product information</h1>
<div> 
</div>
<h3>Good to Know</h3>
<div>
  Sleeves for the legs to match the cover are included.
 <br>Fixed cover.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Do not dryclean.
 <br>Vacuum clean.
 <br>Protect from direct sunlight to prevent drying-out.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 204 cm
 <br>Depth: 89 cm
 <br>Height: 78 cm
 <br>Diameter: 5 cm
 <br>Armrest height: 64 cm
 <br>Seat width: 180 cm
 <br>Seat depth: 61 cm
 <br>Seat height: 44 cm
 <br>Package quantity: 4 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Tord Björklund/IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 3-seat sofa frame:
 <br>Basematerial: Through dyed grain leather from cattle, with a treated, embossed and pigmented surface
 <br>Back and seat frame: Plywood, Fibreboard, Particleboard, Solid pine
 <br>Armrest frame: Plywood, Fibreboard, Particleboard, Solid pine, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Polyester wadding, Polyurethane foam 25 kg/cu.m.
 <br>Seat cushion: Polyester wadding, Highly resilient polyurethane foam (cold foam) 35 kg/cu.m.
 <br>Coated fabric parts: 25% cotton, 75% polyester, 100% polyurethane
 <br>
 <br>Leg:
 <br>Steel, Chrome-plated
 <br>
</div>
<h3>environment</h3>
<div>
 3-seat sofa frame:
 <br>Since 2015, all leather, cowhides, sheep- and goatskins at IKEA are chrome-free. Chrome can be very toxic for people in the production and for the environment, which is why we use alternative substances.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0321002_PE514786_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0449710_PE599073_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0446463_PE596570_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0431552_PE585583_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0586480_PE672091_S5.jpg",https://www.ikea.com/ae/en/catalog/products/S59031702/
LANDSKRONA,"3-seat sofa, Grann/Bomstad golden-brown/metal","2,975.00",092.702.95,Grann/Bomstad golden-brown / metal,Living room,Leather & coated fabric sofas,"<h1>Product information</h1>
<div> 
</div>
<h3>Good to Know</h3>
<div>
  Sleeves for the legs to match the cover are included.
 <br>Fixed cover.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Do not dryclean.
 <br>Vacuum clean.
 <br>Protect from direct sunlight to prevent drying-out.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 204 cm
 <br>Depth: 89 cm
 <br>Height: 78 cm
 <br>Diameter: 5 cm
 <br>Armrest height: 64 cm
 <br>Seat width: 180 cm
 <br>Seat depth: 61 cm
 <br>Seat height: 44 cm
 <br>Package quantity: 4 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Tord Björklund/IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 3-seat sofa frame:
 <br>Basematerial: Through dyed grain leather from cattle, with a treated, embossed and pigmented surface
 <br>Back and seat frame: Plywood, Fibreboard, Particleboard, Solid pine
 <br>Armrest frame: Plywood, Fibreboard, Particleboard, Solid pine, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Polyester wadding, Polyurethane foam 25 kg/cu.m.
 <br>Seat cushion: Polyester wadding, Highly resilient polyurethane foam (cold foam) 35 kg/cu.m.
 <br>Coated fabric parts: 25% cotton, 75% polyester, 100% polyurethane
 <br>
 <br>Leg:
 <br>Steel, Chrome-plated
 <br>
</div>
<h3>environment</h3>
<div>
 3-seat sofa frame:
 <br>Since 2015, all leather, cowhides, sheep- and goatskins at IKEA are chrome-free. Chrome can be very toxic for people in the production and for the environment, which is why we use alternative substances.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0321002_PE514786_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0449710_PE599073_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0446463_PE596570_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0431552_PE585583_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0586480_PE672091_S5.jpg",https://www.ikea.com/ae/en/catalog/products/S09270295/
LANDSKRONA,"3-seat sofa, Grann/Bomstad golden-brown/metal","2,975.00",092.702.95,Grann/Bomstad golden-brown / wood,Living room,Leather & coated fabric sofas,"<h1>Product information</h1>
<div> 
</div>
<h3>Good to Know</h3>
<div>
  Sleeves for the legs to match the cover are included.
 <br>Fixed cover.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Do not dryclean.
 <br>Vacuum clean.
 <br>Protect from direct sunlight to prevent drying-out.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 204 cm
 <br>Depth: 89 cm
 <br>Height: 78 cm
 <br>Diameter: 5 cm
 <br>Armrest height: 64 cm
 <br>Seat width: 180 cm
 <br>Seat depth: 61 cm
 <br>Seat height: 44 cm
 <br>Package quantity: 4 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Tord Björklund/IKEA of Sweden</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 3-seat sofa frame:
 <br>Basematerial: Through dyed grain leather from cattle, with a treated, embossed and pigmented surface
 <br>Back and seat frame: Plywood, Fibreboard, Particleboard, Solid pine
 <br>Armrest frame: Plywood, Fibreboard, Particleboard, Solid pine, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Polyester wadding, Polyurethane foam 25 kg/cu.m.
 <br>Seat cushion: Polyester wadding, Highly resilient polyurethane foam (cold foam) 35 kg/cu.m.
 <br>Coated fabric parts: 25% cotton, 75% polyester, 100% polyurethane
 <br>
 <br>Leg:
 <br>Steel, Chrome-plated
 <br>
</div>
<h3>environment</h3>
<div>
 3-seat sofa frame:
 <br>Since 2015, all leather, cowhides, sheep- and goatskins at IKEA are chrome-free. Chrome can be very toxic for people in the production and for the environment, which is why we use alternative substances.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0321002_PE514786_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0449710_PE599073_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0446463_PE596570_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0431552_PE585583_S5.jpg , https://www.ikea.com/ae/en/images/products/landskrona-three-seat-sofa__0586480_PE672091_S5.jpg",https://www.ikea.com/ae/en/catalog/products/S49270302/
GOTHEM / JAKOBSBYN,"Pendant lamp, black/white, clear glass",164.00,392.916.92,-,Hallway,Ceiling lights,"<h1>Product information</h1>
<div> 
</div>
<h3>Good to Know</h3>
<div>
  Use an opal light bulb if you have an ordinary lamp shade or lamp and want an even, diffused distribution of light.
 <br>Use a clear light bulb if you have a lamp shade or lamp with a perforated or cut-out pattern or other airy, open design and want the pattern to cast effects on the wall and ceiling.
 <br>Wired-in installation.
 <br>To be hung on a ceiling hook.
 <br>This product bears the CE mark.
 <br>You position the lampshade to hang straight by adjusting the cord set/cord.
 <br>
</div>
<h3>Sold Separately</h3>
<p>Light bulb sold separately. IKEA recommends LED bulb E27 600 lumen globe opal white.</p>
<h3>care instructions</h3>
<div>
 Wipe clean with a dry cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Height: 25 cm
 <br>Diameter: 30 cm
 <br>Cord length: 1.6 m
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Wiebke Braasch</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Cord set:
 <br>Steel, Nickel-plated, Paint
 <br>
 <br>Pendant lamp shade:
 <br>Glass
 <br>
</div>
<h3>environment</h3>
<div>
 Cord set:
 <br>Special waste handling may be required. Please contact your local IKEA Store for more information
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/gothem-jakobsbyn-pendant-lamp-assorted-colours__0669215_PE714896_S5.jpg , https://www.ikea.com/ae/en/images/products/gothem-jakobsbyn-pendant-lamp-assorted-colours__0669222_PE714897_S5.jpg , https://www.ikea.com/ae/en/images/products/gothem-jakobsbyn-pendant-lamp-assorted-colours__0481727_PE619780_S5.jpg , https://www.ikea.com/ae/en/images/products/gothem-jakobsbyn-pendant-lamp-assorted-colours__0485513_PE621555_S5.jpg",https://www.ikea.com/ae/en/catalog/products/S39291692/
